valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo,raw_norm_2,departamento_detectado,texto_sin_departamento,core_filtrado_2,estado_final_2,codigo_dane_final_2,nombre_dane_final_2,departamento_final_2,metodo_final_2,confianza_final_2,motivo_final_2,final_top_1_codigo,final_top_1_nombre,final_top_1_departamento,final_top_1_score,final_top_1_alias,final_top_2_codigo,final_top_2_nombre,final_top_2_departamento,final_top_2_score,final_top_2_alias,final_top_3_codigo,final_top_3_nombre,final_top_3_departamento,final_top_3_score,final_top_3_alias
JUZGADO PROMISCUO MUNICIPAL DE GACHETÁ CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE GACHETA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE GACHETA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE GACHETA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8372,JUAN DE ACOSTA,ATLÁNTICO,46.15,66682,SANTA ROSA DE CABAL,RISARALDA,42.11,52694,SAN PEDRO DE CARTAGO,NARIÑO,41.38,JUZGADO PROMISCUO MUNICIPAL DE GACHETA CUNDINAMARCA,CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE GACHETA,JUZGADO PROMISCUO GACHETA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,58.0,SAN JUAN DE RIOSECO,25297,GACHETÁ,CUNDINAMARCA,51.75,GACHETA,25317,GUACHETÁ,CUNDINAMARCA,50.42,GUACHETA
JUZGADO PROMISCUO MUNICIPAL DE NUEVO COLÓN BOYACÁ,JUZGADO PROMISCUO MUNICIPAL DE NUEVO COLON BOYACA,JUZGADO PROMISCUO MUNICIPAL DE NUEVO COLON BOYACA,JUZGADO PROMISCUO MUNICIPAL DE NUEVO COLON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15494,NUEVO COLÓN,BOYACÁ,45.51,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,44.78,15693,SANTA ROSA DE VITERBO,BOYACÁ,42.1,JUZGADO PROMISCUO MUNICIPAL DE NUEVO COLON BOYACA,BOYACA,JUZGADO PROMISCUO MUNICIPAL DE NUEVO COLON,JUZGADO PROMISCUO NUEVO COLON,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,15494,NUEVO COLÓN,BOYACÁ,63.0,NUEVO COLON,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,45.83,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,45.83,SAN JUAN DE RIOSECO
JUZGADO PROMISCUO MUNICIPAL DE PUERTO RICO META,JUZGADO PROMISCUO MUNICIPAL DE PUERTO RICO META,JUZGADO PROMISCUO MUNICIPAL DE PUERTO RICO META,JUZGADO PROMISCUO MUNICIPAL DE PUERTO RICO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50590,PUERTO RICO,META,45.51,18592,PUERTO RICO,CAQUETÁ,41.51,15693,SANTA ROSA DE VITERBO,BOYACÁ,41.27,JUZGADO PROMISCUO MUNICIPAL DE PUERTO RICO META,META,JUZGADO PROMISCUO MUNICIPAL DE PUERTO RICO,JUZGADO PROMISCUO PUERTO RICO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,50590,PUERTO RICO,META,63.0,PUERTO RICO,50568,PUERTO GAITÁN,META,55.62,PUERTO GAITAN,86573,PUERTO LEGUÍZAMO,PUTUMAYO,53.33,PUERTO LEGUIZAMO
JUZGADO PROMISCUO MUNICIPAL DE PUERTO TRIUNFÓ ANTIOQUIA,JUZGADO PROMISCUO MUNICIPAL DE PUERTO TRIUNFO ANTIOQUIA,JUZGADO PROMISCUO MUNICIPAL DE PUERTO TRIUNFO ANTIOQUIA,JUZGADO PROMISCUO MUNICIPAL DE PUERTO TRIUNFO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5591,PUERTO TRIUNFO,ANTIOQUIA,51.46,5686,SANTA ROSA DE OSOS,ANTIOQUIA,42.1,5647,SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,39.82,JUZGADO PROMISCUO MUNICIPAL DE PUERTO TRIUNFO ANTIOQUIA,ANTIOQUIA,JUZGADO PROMISCUO MUNICIPAL DE PUERTO TRIUNFO,JUZGADO PROMISCUO PUERTO TRIUNFO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,05591,PUERTO TRIUNFO,ANTIOQUIA,68.87,PUERTO TRIUNFO,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,53.61,SAN PEDRO DE LOS MILAGROS,05579,PUERTO BERRÍO,ANTIOQUIA,52.44,PUERTO BERRIO
JUZGADO PROMISCUO MUNICIPAL DE SAN ANTERO CÓRDOBA,JUZGADO PROMISCUO MUNICIPAL DE SAN ANTERO CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE SAN ANTERO CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE SAN ANTERO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47161,CERRO DE SAN ANTONIO,MAGDALENA,45.9,15693,SANTA ROSA DE VITERBO,BOYACÁ,45.16,27250,EL LITORAL DEL SAN JUAN,CHOCÓ,43.75,JUZGADO PROMISCUO MUNICIPAL DE SAN ANTERO CORDOBA,CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE SAN ANTERO,JUZGADO PROMISCUO SAN ANTERO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,63.83,SAN JUAN DE RIOSECO,23672,SAN ANTERO,CÓRDOBA,60.63,SAN ANTERO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,55.32,SAN JUAN NEPOMUCENO
JUZGADO PROMISCUO MUNICIPAL DE SAN ONOFRE SUCRE,JUZGADO PROMISCUO MUNICIPAL DE SAN ONOFRE SUCRE,JUZGADO PROMISCUO MUNICIPAL DE SAN ONOFRE SUCRE,JUZGADO PROMISCUO MUNICIPAL DE SAN ONOFRE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,45.45,70713,SAN ONOFRE,SUCRE,43.22,47161,CERRO DE SAN ANTONIO,MAGDALENA,42.62,JUZGADO PROMISCUO MUNICIPAL DE SAN ONOFRE SUCRE,SUCRE,JUZGADO PROMISCUO MUNICIPAL DE SAN ONOFRE,JUZGADO PROMISCUO SAN ONOFRE,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,63.83,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,63.64,SAN JUAN RIOSECO,70713,SAN ONOFRE,SUCRE,60.63,SAN ONOFRE
JUZGADO PROMISCUO MUNICIPAL DE SAN PABLO BOLÍVAR,JUZGADO PROMISCUO MUNICIPAL DE SAN PABLO BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SAN PABLO BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SAN PABLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,50.79,66682,SANTA ROSA DE CABAL,RISARALDA,44.07,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,43.08,JUZGADO PROMISCUO MUNICIPAL DE SAN PABLO BOLIVAR,BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SAN PABLO,JUZGADO PROMISCUO SAN PABLO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,64.52,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,60.47,SAN JUAN RIOSECO,52001,PASTO,NARIÑO,58.54,SAN JUAN PASTO
JUZGADO PROMISCUO MUNICIPAL DE SAN PELAYO CÓRDOBA,JUZGADO PROMISCUO MUNICIPAL DE SAN PELAYO CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE SAN PELAYO CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE SAN PELAYO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,43.75,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,43.39,23686,SAN PELAYO,CÓRDOBA,43.22,JUZGADO PROMISCUO MUNICIPAL DE SAN PELAYO CORDOBA,CORDOBA,JUZGADO PROMISCUO MUNICIPAL DE SAN PELAYO,JUZGADO PROMISCUO SAN PELAYO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,23686,SAN PELAYO,CÓRDOBA,60.63,SAN PELAYO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,59.57,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,59.09,SAN JUAN RIOSECO
JUZGADO PROMISCUO MUNICIPAL DE SANTA ROSA DEL SUR BOLÍVAR,JUZGADO PROMISCUO MUNICIPAL DE SANTA ROSA DEL SUR BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SANTA ROSA DEL SUR BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SANTA ROSA DEL SUR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13688,SANTA ROSA DEL SUR,BOLÍVAR,57.73,5686,SANTA ROSA DE OSOS,ANTIOQUIA,44.78,15693,SANTA ROSA DE VITERBO,BOYACÁ,42.86,JUZGADO PROMISCUO MUNICIPAL DE SANTA ROSA DEL SUR BOLIVAR,BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SANTA ROSA DEL SUR,JUZGADO PROMISCUO SANTA ROSA SUR,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,13688,SANTA ROSA DEL SUR,BOLÍVAR,72.0,SANTA ROSA DEL SUR,05686,SANTA ROSA DE OSOS,ANTIOQUIA,64.0,SANTA ROSA DE OSOS,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,58.98,SAN JUAN NEPOMUCENO
JUZGADO PROMISCUO MUNICIPAL DE SILVANIA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE SILVANIA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE SILVANIA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE SILVANIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15676,SAN MIGUEL DE SEMA,BOYACÁ,42.11,25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,41.93,5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,40.62,JUZGADO PROMISCUO MUNICIPAL DE SILVANIA CUNDINAMARCA,CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE SILVANIA,JUZGADO PROMISCUO SILVANIA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,69.9,SAN JUAN RIOSECO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,57.78,SAN JUAN NEPOMUCENO,25743,SILVANIA,CUNDINAMARCA,55.06,SILVANIA
JUZGADO PROMISCUO MUNICIPAL DE SOPLAVIENTO BOLÍVAR,JUZGADO PROMISCUO MUNICIPAL DE SOPLAVIENTO BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SOPLAVIENTO BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SOPLAVIENTO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,49.23,13760,SOPLAVIENTO,BOLÍVAR,45.51,15693,SANTA ROSA DE VITERBO,BOYACÁ,44.44,JUZGADO PROMISCUO MUNICIPAL DE SOPLAVIENTO BOLIVAR,BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE SOPLAVIENTO,JUZGADO PROMISCUO SOPLAVIENTO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,13760,SOPLAVIENTO,BOLÍVAR,63.0,SOPLAVIENTO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,62.17,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,57.78,SAN JUAN RIOSECO
JUZGADO PROMISCUO MUNICIPAL DE SUAREZ CAUCA,JUZGADO PROMISCUO MUNICIPAL DE SUAREZ CAUCA,JUZGADO PROMISCUO MUNICIPAL DE SUAREZ CAUCA,JUZGADO PROMISCUO MUNICIPAL DE SUAREZ,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13688,SANTA ROSA DEL SUR,BOLÍVAR,47.27,15676,SAN MIGUEL DE SEMA,BOYACÁ,43.64,44650,SAN JUAN DEL CESAR,LA GUAJIRA,40.0,JUZGADO PROMISCUO MUNICIPAL DE SUAREZ CAUCA,CAUCA,JUZGADO PROMISCUO MUNICIPAL DE SUAREZ,JUZGADO PROMISCUO SUAREZ,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,60.0,SAN JUAN RIOSECO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,55.81,SAN JUAN NEPOMUCENO,27450,MEDIO SAN JUAN,CHOCÓ,52.63,MEDIO SAN JUAN
JUZGADO PROMISCUO MUNICIPAL DE TABIO CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TABIO CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TABIO CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TABIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15693,SANTA ROSA DE VITERBO,BOYACÁ,45.61,66682,SANTA ROSA DE CABAL,RISARALDA,43.64,52694,SAN PEDRO DE CARTAGO,NARIÑO,42.86,JUZGADO PROMISCUO MUNICIPAL DE TABIO CUNDINAMARCA,CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TABIO,JUZGADO PROMISCUO TABIO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,64.41,SAN JUAN RIOSECO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,52.38,SAN JUAN NEPOMUCENO,13030,ALTOS DEL ROSARIO,BOLÍVAR,50.0,ALTOS ROSARIO
JUZGADO PROMISCUO MUNICIPAL DE TALAIGUA NUEVO BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE TALAIGUA NUEVO BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE TALAIGUA NUEVO BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE TALAIGUA NUEVO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13780,TALAIGUA NUEVO,BOLÍVAR,51.46,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,40.0,52694,SAN PEDRO DE CARTAGO,NARIÑO,40.0,JUZGADO PROMISCUO MUNICIPAL DE TALAIGUA NUEVO BOLIVAR,BOLIVAR,JUZGADO PROMISCUO MUNICIPAL DE TALAIGUA NUEVO,JUZGADO PROMISCUO TALAIGUA NUEVO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,13780,TALAIGUA NUEVO,BOLÍVAR,68.87,TALAIGUA NUEVO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,58.98,SAN JUAN NEPOMUCENO,13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,50.31,SANTA CRUZ DE MOMPOX
JUZGADO PROMISCUO MUNICIPAL DE TENA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TENA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TENA CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15676,SAN MIGUEL DE SEMA,BOYACÁ,45.28,25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,43.34,15693,SANTA ROSA DE VITERBO,BOYACÁ,42.86,JUZGADO PROMISCUO MUNICIPAL DE TENA CUNDINAMARCA,CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TENA,JUZGADO PROMISCUO TENA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,65.89,SAN JUAN RIOSECO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,53.66,SAN JUAN NEPOMUCENO,27450,MEDIO SAN JUAN,CHOCÓ,50.0,MEDIO SAN JUAN
JUZGADO PROMISCUO MUNICIPAL DE TOPAIPÍ CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TOPAIPI CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TOPAIPI CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TOPAIPI,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,41.27,25154,CARMEN DE CARUPA,CUNDINAMARCA,41.04,15693,SANTA ROSA DE VITERBO,BOYACÁ,40.68,JUZGADO PROMISCUO MUNICIPAL DE TOPAIPI CUNDINAMARCA,CUNDINAMARCA,JUZGADO PROMISCUO MUNICIPAL DE TOPAIPI,JUZGADO PROMISCUO TOPAIPI,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,61.66,SAN JUAN RIOSECO,25823,TOPAIPÍ,CUNDINAMARCA,51.75,TOPAIPI,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,50.0,SAN JUAN NEPOMUCENO
"JUZGADO PROMISCUO MUNICIPAL DE TRUJILLO , VALLE DEL CAUCA",JUZGADO PROMISCUO MUNICIPAL DE TRUJILLO VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL DE TRUJILLO VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL DE TRUJILLO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15693,SANTA ROSA DE VITERBO,BOYACÁ,43.33,19698,SANTANDER DE QUILICHAO,CAUCA,40.07,5686,SANTA ROSA DE OSOS,ANTIOQUIA,38.6,JUZGADO PROMISCUO MUNICIPAL DE TRUJILLO VALLE DEL CAUCA,VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL DE TRUJILLO,JUZGADO PROMISCUO TRUJILLO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,76828,TRUJILLO,VALLE DEL CAUCA,55.06,TRUJILLO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,47.62,SAN JUAN RIOSECO,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,46.51,VILLA DEL ROSARIO
JUZGADO PROMISCUO MUNICIPAL DE VISTA HERMOSA META,JUZGADO PROMISCUO MUNICIPAL DE VISTA HERMOSA META,JUZGADO PROMISCUO MUNICIPAL DE VISTA HERMOSA META,JUZGADO PROMISCUO MUNICIPAL DE VISTA HERMOSA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15693,SANTA ROSA DE VITERBO,BOYACÁ,49.23,50711,VISTAHERMOSA,META,46.86,50683,SAN JUAN DE ARAMA,META,43.34,JUZGADO PROMISCUO MUNICIPAL DE VISTA HERMOSA META,META,JUZGADO PROMISCUO MUNICIPAL DE VISTA HERMOSA,JUZGADO PROMISCUO VISTA HERMOSA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,56.0,SAN JUAN DE RIOSECO,50680,SAN CARLOS DE GUAROA,META,53.83,SAN CARLOS GUAROA,50683,SAN JUAN DE ARAMA,META,52.44,SAN JUAN ARAMA
JUZGADO PROMISCUO MUNICIPAL DE YOTOCO VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL DE YOTOCO VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL DE YOTOCO VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL DE YOTOCO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5686,SANTA ROSA DE OSOS,ANTIOQUIA,43.64,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,39.29,66682,SANTA ROSA DE CABAL,RISARALDA,39.29,JUZGADO PROMISCUO MUNICIPAL DE YOTOCO VALLE DEL CAUCA,VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL DE YOTOCO,JUZGADO PROMISCUO YOTOCO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,50.0,SAN JUAN RIOSECO,76890,YOTOCO,VALLE DEL CAUCA,48.0,YOTOCO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,46.51,SAN JUAN NEPOMUCENO
JUZGADO PROMISCUO MUNICIPAL GINEBRA VALLE,JUZGADO PROMISCUO MUNICIPAL GINEBRA VALLE,JUZGADO PROMISCUO MUNICIPAL GINEBRA VALLE,JUZGADO PROMISCUO MUNICIPAL GINEBRA VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,66170,DOSQUEBRADAS,RISARALDA,33.96,99524,LA PRIMAVERA,VICHADA,33.96,99624,SANTA ROSALÍA,VICHADA,33.33,JUZGADO PROMISCUO MUNICIPAL GINEBRA VALLE,VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL GINEBRA,JUZGADO PROMISCUO GINEBRA,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,76306,GINEBRA,VALLE DEL CAUCA,51.75,GINEBRA,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,50.0,SAN JUAN DE RIOSECO,27430,MEDIO BAUDÓ,CHOCÓ,50.0,MEDIO BAUDO
JUZGADO PROMISCUO MUNICIPAL PUEBLO NUEVO CORDOBA,JUZGADO PROMISCUO MUNICIPAL PUEBLO NUEVO CORDOBA,JUZGADO PROMISCUO MUNICIPAL PUEBLO NUEVO CORDOBA,JUZGADO PROMISCUO MUNICIPAL PUEBLO NUEVO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23570,PUEBLO NUEVO,CÓRDOBA,50.15,23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,37.85,76041,ANSERMANUEVO,VALLE DEL CAUCA,34.62,JUZGADO PROMISCUO MUNICIPAL PUEBLO NUEVO CORDOBA,CORDOBA,JUZGADO PROMISCUO MUNICIPAL PUEBLO NUEVO,JUZGADO PROMISCUO PUEBLO NUEVO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,23570,PUEBLO NUEVO,CÓRDOBA,65.14,PUEBLO NUEVO,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,48.98,SAN JUAN NEPOMUCENO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,47.83,SAN JUAN RIOSECO
JUZGADO PROMISCUO MUNICIPAL RIO DE ORO CESAR,JUZGADO PROMISCUO MUNICIPAL RIO DE ORO CESAR,JUZGADO PROMISCUO MUNICIPAL RIO DE ORO CESAR,JUZGADO PROMISCUO MUNICIPAL RIO DE ORO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20614,RÍO DE ORO,CESAR,45.67,5686,SANTA ROSA DE OSOS,ANTIOQUIA,42.86,15681,SAN PABLO DE BORBUR,BOYACÁ,42.11,JUZGADO PROMISCUO MUNICIPAL RIO DE ORO CESAR,CESAR,JUZGADO PROMISCUO MUNICIPAL RIO DE ORO,JUZGADO PROMISCUO RIO ORO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,20614,RÍO DE ORO,CESAR,59.43,RIO DE ORO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,48.78,SAN JUAN RIOSECO,13030,ALTOS DEL ROSARIO,BOLÍVAR,47.62,ALTOS DEL ROSARIO
JUZGADO PROMISCUO MUNICIPAL SAN VICENTE FERRER ANTIOQUIA,JUZGADO PROMISCUO MUNICIPAL SAN VICENTE FERRER ANTIOQUIA,JUZGADO PROMISCUO MUNICIPAL SAN VICENTE FERRER ANTIOQUIA,JUZGADO PROMISCUO MUNICIPAL SAN VICENTE FERRER,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5674,SAN VICENTE FERRER,ANTIOQUIA,60.25,68689,SAN VICENTE DE CHUCURÍ,SANTANDER,41.18,18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,38.24,JUZGADO PROMISCUO MUNICIPAL SAN VICENTE FERRER ANTIOQUIA,ANTIOQUIA,JUZGADO PROMISCUO MUNICIPAL SAN VICENTE FERRER,JUZGADO PROMISCUO SAN VICENTE FERRER,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,05674,SAN VICENTE FERRER,ANTIOQUIA,74.67,SAN VICENTE FERRER,23675,SAN BERNARDO DEL VIENTO,CÓRDOBA,54.55,SAN BERNARDO VIENTO,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,54.55,SAN JUAN DE RIOSECO
JUZGADO PROMISCUO MUNICIPAL TORO VALLE,JUZGADO PROMISCUO MUNICIPAL TORO VALLE,JUZGADO PROMISCUO MUNICIPAL TORO VALLE,JUZGADO PROMISCUO MUNICIPAL TORO VALLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,85125,HATO COROZAL,CASANARE,36.0,25295,GACHANCIPÁ,CUNDINAMARCA,33.33,73148,CARMEN DE APICALÁ,TOLIMA,32.73,JUZGADO PROMISCUO MUNICIPAL TORO VALLE,VALLE DEL CAUCA,JUZGADO PROMISCUO MUNICIPAL TORO,JUZGADO PROMISCUO TORO,IGNORAR,,,,,,contiene términos institucionales/judiciales/administrativos; no debe mapearse a municipio,25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,52.63,SAN JUAN RIOSECO,76403,LA VICTORIA,VALLE DEL CAUCA,50.42,LA VICTORIA,13657,SAN JUAN NEPOMUCENO,BOLÍVAR,48.78,SAN JUAN NEPOMUCENO
