valor_original,valor_normalizado,raw_norm,stripped,codigo_dane_sugerido,nombre_dane_sugerido,departamento_sugerido,metodo_nuevo,confianza_nueva,estado_revision,motivo,top_1_codigo,top_1_nombre,top_1_departamento,top_1_score_nuevo,top_2_codigo,top_2_nombre,top_2_departamento,top_2_score_nuevo,top_3_codigo,top_3_nombre,top_3_departamento,top_3_score_nuevo
BOGOT,BOGOT,BOGOT,BOGOT,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",66.67,68464,MOGOTES,SANTANDER,66.67,15755,SOCOTÁ,BOYACÁ,54.55
BOGOTASCOTIABANK -,BOGOTASCOTIABANK,BOGOTASCOTIABANK,BOGOTASCOTIABANK,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20060,BOSCONIA,CESAR,58.33,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",53.85,19693,SAN SEBASTIÁN,CAUCA,48.28
BUCARAMAN SANTANDER,BUCARAMAN SANTANDER,BUCARAMAN SANTANDER,BUCARAMAN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68001,BUCARAMANGA,SANTANDER,94.00,5145,CARAMANTA,ANTIOQUIA,77.78,54109,BUCARASICA,NORTE DE SANTANDER,73.68
BUCARAMNAGA,BUCARAMNAGA,BUCARAMNAGA,BUCARAMNAGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68001,BUCARAMANGA,SANTANDER,90.91,5145,CARAMANTA,ANTIOQUIA,70.00,8078,BARANOA,ATLÁNTICO,66.67
BUCARMANAGA SANTANDER,BUCARMANAGA SANTANDER,BUCARMANAGA SANTANDER,BUCARMANAGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68001,BUCARAMANGA,SANTANDER,94.91,5145,CARAMANTA,ANTIOQUIA,70.00,8078,BARANOA,ATLÁNTICO,66.67
Bogo,BOGO,BOGO,BOGO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54003,ÁBREGO,NORTE DE SANTANDER,60.00,11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",57.14,68464,MOGOTES,SANTANDER,54.55
Bucaramange,BUCARAMANGE,BUCARAMANGE,BUCARAMANGE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68001,BUCARAMANGA,SANTANDER,90.91,5145,CARAMANTA,ANTIOQUIA,70.00,54109,BUCARASICA,NORTE DE SANTANDER,66.67
Bucoramanga,BUCORAMANGA,BUCORAMANGA,BUCORAMANGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68001,BUCARAMANGA,SANTANDER,90.91,5145,CARAMANTA,ANTIOQUIA,70.00,5030,AMAGÁ,ANTIOQUIA,62.50
CARTAGE,CARTAGE,CARTAGE,CARTAGE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,85.71,68169,CHARTA,SANTANDER,76.92,25612,RICAURTE,CUNDINAMARCA,66.67
CARTAGEN,CARTAGEN,CARTAGEN,CARTAGEN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76147,CARTAGO,VALLE DEL CAUCA,80.00,68169,CHARTA,SANTANDER,71.43,25612,RICAURTE,CUNDINAMARCA,62.50
CAS,CAS,CAS,CAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5129,CALDAS,ANTIOQUIA,66.67,15131,CALDAS,BOYACÁ,66.67,50006,ACACÍAS,META,60.00
CASABLANCA TOLIMA,CASABLANCA TOLIMA,CASABLANCA TOLIMA,CASABLANCA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73152,CASABIANCA,TOLIMA,94.00,73671,SALDAÑA,TOLIMA,74.59,63130,CALARCÁ,QUINDÍO,70.59
CHA Cundinamarca,CHA CUNDINAMARCA,CHA CUNDINAMARCA,CHA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25175,CHÍA,CUNDINAMARCA,89.71,68176,CHIMA,SANTANDER,75.00,23168,CHIMÁ,CÓRDOBA,75.00
CIENA,CIENA,CIENA,CIENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47189,CIÉNAGA,MAGDALENA,83.33,15189,CIÉNEGA,BOYACÁ,83.33,76122,CAICEDONIA,VALLE DEL CAUCA,66.67
CONJUNTO RIO GRANDE EL CUNDINAMARCA,CONJUNTO RIO GRANDE EL CUNDINAMARCA,CONJUNTO RIO GRANDE EL CUNDINAMARCA,CONJUNTO RIO GRANDE EL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,70702,SAN JUAN DE BETULIA,SUCRE,48.78,66682,SANTA ROSA DE CABAL,RISARALDA,48.78,23300,COTORRA,CÓRDOBA,48.28
"Carretera Troncal de Occidente , Barrio Plan Parejo Calle 27 N ° 29-134",CARRETERA TRONCAL DE OCCIDENTE BARRIO PLAN PAREJO CALLE 27 N 29 134,CARRETERA TRONCAL DE OCCIDENTE BARRIO PLAN PAREJO CALLE 27 N 29 134,CARRETERA TRONCAL DE OCCIDENTE BARRIO PLAN PAREJO CALLE 27 N 29 134,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15693,SANTA ROSA DE VITERBO,BOYACÁ,36.36,66682,SANTA ROSA DE CABAL,RISARALDA,34.88,25154,CARMEN DE CARUPA,CUNDINAMARCA,33.73
DEPARTAMENTO DE CUNDINAMARCA,DEPARTAMENTO DE CUNDINAMARCA,DEPARTAMENTO DE CUNDINAMARCA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25154,CARMEN DE CARUPA,CUNDINAMARCA,63.09,13001,CARTAGENA DE INDIAS,BOLÍVAR,59.57,25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,59.56
DEPARTAMENTO DE LA GUAJIRA,DEPARTAMENTO DE LA GUAJIRA,DEPARTAMENTO DE LA GUAJIRA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,60.87,27245,EL CARMEN DE ATRATO,CHOCÓ,57.78,25154,CARMEN DE CARUPA,CUNDINAMARCA,57.14
DEPARTAMENTO DE TOLIMA,DEPARTAMENTO DE TOLIMA,DEPARTAMENTO DE TOLIMA,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,66.67,73148,CARMEN DE APICALÁ,TOLIMA,60.41,13001,CARTAGENA DE INDIAS,BOLÍVAR,58.54
DEPARTAMENTO DEL ATLÁNTICO,DEPARTAMENTO DEL ATLANTICO,DEPARTAMENTO DEL ATLANTICO,DEL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5001,MEDELLÍN,ANTIOQUIA,54.55,8141,CANDELARIA,ATLÁNTICO,50.15,5034,ANDES,ANTIOQUIA,50.00
DEPARTAMENTO DEL ATLÁNTICO  0119000982,DEPARTAMENTO DEL ATLANTICO 0119000982,DEPARTAMENTO DEL ATLANTICO 0119000982,DEL 0119000982,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8137,CAMPO DE LA CRUZ,ATLÁNTICO,30.67,8141,CANDELARIA,ATLÁNTICO,29.00,20250,EL PASO,CESAR,28.57
DEPARTAMENTO DEL META,DEPARTAMENTO DEL META,DEPARTAMENTO DEL META,DEL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5001,MEDELLÍN,ANTIOQUIA,54.55,5034,ANDES,ANTIOQUIA,50.00,5088,BELLO,ANTIOQUIA,50.00
DEPARTAMENTO DEL TOLIMA,DEPARTAMENTO DEL TOLIMA,DEPARTAMENTO DEL TOLIMA,DEL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5001,MEDELLÍN,ANTIOQUIA,54.55,5034,ANDES,ANTIOQUIA,50.00,5088,BELLO,ANTIOQUIA,50.00
Departamento,DEPARTAMENTO,DEPARTAMENTO,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68533,PÁRAMO,SANTANDER,66.67,5134,CAMPAMENTO,ANTIOQUIA,63.64,25530,PARATEBUENO,CUNDINAMARCA,60.87
Departamento de Casanare,DEPARTAMENTO DE CASANARE,DEPARTAMENTO DE CASANARE,,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25154,CARMEN DE CARUPA,CUNDINAMARCA,60.00,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,59.09,73148,CARMEN DE APICALÁ,TOLIMA,58.54
Departamento del Chocó,DEPARTAMENTO DEL CHOCO,DEPARTAMENTO DEL CHOCO,DEL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5001,MEDELLÍN,ANTIOQUIA,54.55,5034,ANDES,ANTIOQUIA,50.00,5088,BELLO,ANTIOQUIA,50.00
Departamento del Magdalena,DEPARTAMENTO DEL MAGDALENA,DEPARTAMENTO DEL MAGDALENA,DEL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5001,MEDELLÍN,ANTIOQUIA,54.55,5034,ANDES,ANTIOQUIA,50.00,5088,BELLO,ANTIOQUIA,50.00
ENA Magdalena,ENA MAGDALENA,ENA MAGDALENA,ENA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25797,TENA,CUNDINAMARCA,85.71,15798,TENZA,BOYACÁ,75.00,13042,ARENAL,BOLÍVAR,66.67
EPSA SANTANDER,EPSA SANTANDER,EPSA SANTANDER,EPSA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68327,GÜEPSA,SANTANDER,84.00,25535,PASCA,CUNDINAMARCA,66.67,15542,PESCA,BOYACÁ,66.67
FINANZAS,FINANZAS,FINANZAS,FINANZAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5044,ANZÁ,ANTIOQUIA,66.67,19355,INZÁ,CAUCA,66.67,63272,FILANDIA,QUINDÍO,62.50
FLOREN CAQUETA,FLOREN CAQUETA,FLOREN CAQUETA,FLOREN,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,18001,FLORENCIA,CAQUETÁ,84.00,19290,FLORENCIA,CAUCA,80.00,68271,FLORIÁN,SANTANDER,76.92
FUSUGASUGÁ,FUSUGASUGA,FUSUGASUGA,FUSUGASUGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25290,FUSAGASUGÁ,CUNDINAMARCA,90.00,41770,SUAZA,HUILA,53.33,25322,GUASCA,CUNDINAMARCA,50.00
GALPA,GALPA,GALPA,GALPA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8296,GALAPA,ATLÁNTICO,90.91,68296,GALÁN,SANTANDER,80.00,66045,APÍA,RISARALDA,66.67
GAZON HUILA,GAZON HUILA,GAZON HUILA,GAZON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,41298,GARZÓN,HUILA,94.91,86885,VILLAGARZÓN,PUTUMAYO,62.50,68296,GALÁN,SANTANDER,60.00
GIiron Santander,GIIRON SANTANDER,GIIRON SANTANDER,GIIRON,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68307,GIRÓN,SANTANDER,94.91,41298,GARZÓN,HUILA,66.67,5306,GIRALDO,ANTIOQUIA,61.54
INTRACIENAGA,INTRACIENAGA,INTRACIENAGA,INTRACIENAGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47189,CIÉNAGA,MAGDALENA,73.68,15189,CIÉNEGA,BOYACÁ,63.16,44098,DISTRACCIÓN,LA GUAJIRA,60.87
ITA,ITA,ITA,ITA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15183,CHITA,BOYACÁ,75.00,41548,PITAL,HUILA,75.00,25878,VIOTÁ,CUNDINAMARCA,75.00
ITAGUÍANTIOQUIA,ITAGUIANTIOQUIA,ITAGUIANTIOQUIA,ITAGUIANTIOQUIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,61.11,5360,ITAGÜÍ,ANTIOQUIA,57.14,66318,GUÁTICA,RISARALDA,54.55
Itag,ITAG,ITAG,ITAG,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5360,ITAGÜÍ,ANTIOQUIA,80.00,54174,CHITAGÁ,NORTE DE SANTANDER,72.73,5361,ITUANGO,ANTIOQUIA,72.73
JAMU},JAMU,JAMU,JAMU,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76364,JAMUNDÍ,VALLE DEL CAUCA,72.73,19364,JAMBALÓ,CAUCA,54.55,70670,SAMPUÉS,SUCRE,54.55
LANGUAZAQUE CUNDINAMARCA,LANGUAZAQUE CUNDINAMARCA,LANGUAZAQUE CUNDINAMARCA,LANGUAZAQUE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25407,LENGUAZAQUE,CUNDINAMARCA,94.91,25324,GUATAQUÍ,CUNDINAMARCA,67.16,85010,AGUAZUL,CASANARE,66.67
LIZ IBETH PAYARES OLIVERO,LIZ IBETH PAYARES OLIVERO,LIZ IBETH PAYARES OLIVERO,LIZ IBETH PAYARES OLIVERO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,48.89,85250,PAZ DE ARIPORO,CASANARE,46.15,52621,ROBERTO PAYÁN,NARIÑO,42.11
MADID CUNDINAMARCA,MADID CUNDINAMARCA,MADID CUNDINAMARCA,MADID,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25430,MADRID,CUNDINAMARCA,94.91,85139,MANÍ,CASANARE,66.67,25524,PANDI,CUNDINAMARCA,64.00
MALAGAVITA,MALAGAVITA,MALAGAVITA,MALAGAVITA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68468,MOLAGAVITA,SANTANDER,90.00,68425,MACARAVITA,SANTANDER,80.00,68432,MÁLAGA,SANTANDER,75.00
MERCEDERES-CAUCA,MERCEDERES CAUCA,MERCEDERES CAUCA,MERCEDERES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,19450,MERCADERES,CAUCA,94.00,17388,LA MERCED,CALDAS,63.16,5120,CÁCERES,ANTIOQUIA,58.82
MUNICIPIO DECANDELARIA,MUNICIPIO DECANDELARIA,MUNICIPIO DECANDELARIA,DECANDELARIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8141,CANDELARIA,ATLÁNTICO,90.91,76130,CANDELARIA,VALLE DEL CAUCA,90.91,5021,ALEJANDRÍA,ANTIOQUIA,63.64
Neival,NEIVAL,NEIVAL,NEIVAL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,41001,NEIVA,HUILA,90.91,52405,LEIVA,NARIÑO,72.73,17486,NEIRA,CALDAS,72.73
ORITIO,ORITIO,ORITIO,ORITIO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,86320,ORITO,PUTUMAYO,90.91,19212,CORINTO,CAUCA,76.92,19821,TORIBÍO,CAUCA,76.92
PALNEIRA,PALNEIRA,PALNEIRA,PALNEIRA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76520,PALMIRA,VALLE DEL CAUCA,80.00,17486,NEIRA,CALDAS,76.92,41020,ALGECIRAS,HUILA,70.59
PEIDECUESTA,PEIDECUESTA,PEIDECUESTA,PEIDECUESTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68547,PIEDECUESTA,SANTANDER,90.91,52565,PROVIDENCIA,NARIÑO,54.55,88564,PROVIDENCIA,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",54.55
PEQUEÑAS,PEQUENAS,PEQUENAS,PEQUENAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5543,PEQUE,ANTIOQUIA,76.92,15522,PANQUEBA,BOYACÁ,62.50,15531,PAUNA,BOYACÁ,61.54
PIE DE CUESTA,PIE DE CUESTA,PIE DE CUESTA,PIE DE CUESTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68547,PIEDECUESTA,SANTANDER,91.67,8372,JUAN DE ACOSTA,ATLÁNTICO,59.26,19418,LÓPEZ DE MICAY,CAUCA,59.26
PIEDE.3,PIEDE 3,PIEDE 3,PIEDE 3,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73547,PIEDRAS,TOLIMA,57.14,68547,PIEDECUESTA,SANTANDER,55.56,8560,PONEDERA,ATLÁNTICO,53.33
PIEDECUES,PIEDECUES,PIEDECUES,PIEDECUES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68547,PIEDECUESTA,SANTANDER,90.00,73547,PIEDRAS,TOLIMA,62.50,52354,IMUÉS,NARIÑO,57.14
PUERTLOPEZ - META,PUERTLOPEZ META,PUERTLOPEZ META,PUERTLOPEZ,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50573,PUERTO LÓPEZ,META,94.91,5585,PUERTO NARE,ANTIOQUIA,66.67,50577,PUERTO LLERAS,META,64.87
Pledecuesta Santander,PLEDECUESTA SANTANDER,PLEDECUESTA SANTANDER,PLEDECUESTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68547,PIEDECUESTA,SANTANDER,94.91,17524,PALESTINA,CALDAS,60.00,41530,PALESTINA,HUILA,60.00
RIDA TOLIMA,RIDA TOLIMA,RIDA TOLIMA,RIDA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,73408,LÉRIDA,TOLIMA,84.00,76275,FLORIDA,VALLE DEL CAUCA,72.73,94001,INÍRIDA,GUAINÍA,72.73
Radicacionj10ejecmbta@cendoj.ramajudicial.gov.co,RADICACIONJ10EJECMBTA CENDOJ RAMAJUDICIAL GOV CO,RADICACIONJ10EJECMBTA CENDOJ RAMAJUDICIAL GOV CO,RADICACIONJ10EJECMBTA CENDOJ RAMAJUDICIAL GOV CO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68720,SANTA HELENA DEL OPÓN,SANTANDER,34.78,25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,32.43,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,31.88
SABALARGA,SABALARGA,SABALARGA,SABALARGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5628,SABANALARGA,ANTIOQUIA,90.00,8638,SABANALARGA,ATLÁNTICO,90.00,85300,SABANALARGA,CASANARE,90.00
SALGARANTIOQUIA,SALGARANTIOQUIA,SALGARANTIOQUIA,SALGARANTIOQUIA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,66.67,8001,BARRANQUILLA,ATLÁNTICO,59.26,81065,ARAUQUITA,ARAUCA,58.33
SILIOS,SILIOS,SILIOS,SILIOS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,54743,SILOS,NORTE DE SANTANDER,90.91,19743,SILVIA,CAUCA,66.67,52352,ILES,NARIÑO,60.00
SOGAMOSO158 205 372,SOGAMOSO158 205 372,SOGAMOSO158 205 372,SOGAMOSO158 205 372,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15759,SOGAMOSO,BOYACÁ,59.26,15761,SOMONDOCO,BOYACÁ,35.71,23682,SAN JOSÉ DE URÉ,CÓRDOBA,35.29
SOLE,SOLE,SOLE,SOLE,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8758,SOLEDAD,ATLÁNTICO,72.73,18756,SOLANO,CAQUETÁ,60.00,18785,SOLITA,CAQUETÁ,60.00
TIERRALTACÓRDOBA,TIERRALTACORDOBA,TIERRALTACORDOBA,TIERRALTACORDOBA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23807,TIERRALTA,CÓRDOBA,72.00,13212,CÓRDOBA,BOLÍVAR,60.87,52215,CÓRDOBA,NARIÑO,60.87
TONCAONCIPÁ,TONCAONCIPA,TONCAONCIPA,TONCAONCIPA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25817,TOCANCIPÁ,CUNDINAMARCA,90.00,25295,GACHANCIPÁ,CUNDINAMARCA,66.67,25815,TOCAIMA,CUNDINAMARCA,66.67
TONCAONCIPÁ-CUNDINAMARCA,TONCAONCIPA CUNDINAMARCA,TONCAONCIPA CUNDINAMARCA,TONCAONCIPA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25817,TOCANCIPÁ,CUNDINAMARCA,94.00,25295,GACHANCIPÁ,CUNDINAMARCA,70.67,25815,TOCAIMA,CUNDINAMARCA,70.67
TUR,TUR,TUR,TUR,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5837,TURBO,ANTIOQUIA,75.00,8832,TUBARÁ,ATLÁNTICO,66.67,13836,TURBACO,BOLÍVAR,60.00
VIAJES,VIAJES,VIAJES,VIAJES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76869,VIJES,VALLE DEL CAUCA,90.91,52356,IPIALES,NARIÑO,61.54,52411,LINARES,NARIÑO,61.54
VISTA,VISTA,VISTA,VISTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25878,VIOTÁ,CUNDINAMARCA,80.00,27491,NÓVITA,CHOCÓ,72.73,15097,BOAVITA,BOYACÁ,66.67
ValleduparNo encontrada,VALLEDUPARNO ENCONTRADA,VALLEDUPARNO ENCONTRADA,VALLEDUPARNO ENCONTRADA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,20001,VALLEDUPAR,CESAR,60.61,68855,VALLE DE SAN JOSÉ,SANTANDER,50.00,5665,SAN PEDRO DE URABÁ,ANTIOQUIA,48.78
Villa del Santander,VILLA DEL SANTANDER,VILLA DEL SANTANDER,VILLA DEL,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,15407,VILLA DE LEYVA,BOYACÁ,78.26,54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,69.23,68872,VILLANUEVA,SANTANDER,67.16
YAGUARA23 DE OCTUBRE DE 2023,YAGUARA23 DE OCTUBRE DE 2023,YAGUARA23 DE OCTUBRE DE 2023,YAGUARA23 DE OCTUBRE DE 2023,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68655,SABANA DE TORRES,SANTANDER,45.45,25001,AGUA DE DIOS,CUNDINAMARCA,45.00,13688,SANTA ROSA DEL SUR,BOLÍVAR,43.48
contactenos@yogal-casang.e.gov.co,CONTACTENOS YOGAL CASANG E GOV CO,CONTACTENOS YOGAL CASANG E GOV CO,CONTACTENOS YOGAL CASANG E GOV CO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,23189,CIÉNAGA DE ORO,CÓRDOBA,42.55,18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,41.51,13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,41.51
cserejcmcgena@cendoj.ramajudicial.gov.co,CSEREJCMCGENA CENDOJ RAMAJUDICIAL GOV CO,CSEREJCMCGENA CENDOJ RAMAJUDICIAL GOV CO,CSEREJCMCGENA CENDOJ RAMAJUDICIAL GOV CO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,13001,CARTAGENA DE INDIAS,BOLÍVAR,40.68,5148,EL CARMEN DE VIBORAL,ANTIOQUIA,36.67,68720,SANTA HELENA DEL OPÓN,SANTANDER,36.07
dirseccmarca-amazonas@cendoj.ramajudicial.gov.co,DIRSECCMARCA AMAZONAS CENDOJ RAMAJUDICIAL GOV CO,DIRSECCMARCA AMAZONAS CENDOJ RAMAJUDICIAL GOV CO,DIRSECCMARCA CENDOJ RAMAJUDICIAL GOV CO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27245,EL CARMEN DE ATRATO,CHOCÓ,37.93,5148,EL CARMEN DE VIBORAL,ANTIOQUIA,37.29,68720,SANTA HELENA DEL OPÓN,SANTANDER,36.67
esta,ESTA,ESTA,ESTA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,50330,MESETAS,META,72.73,15276,FLORESTA,BOYACÁ,66.67,15542,PESCA,BOYACÁ,66.67
impuestosoledad atlantico,IMPUESTOSOLEDAD ATLANTICO,IMPUESTOSOLEDAD ATLANTICO,IMPUESTOSOLEDAD,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,8758,SOLEDAD,ATLÁNTICO,67.64,23574,PUERTO ESCONDIDO,CÓRDOBA,58.06,8573,PUERTO COLOMBIA,ATLÁNTICO,57.33
intracienaga magdalena,INTRACIENAGA MAGDALENA,INTRACIENAGA MAGDALENA,INTRACIENAGA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,47189,CIÉNAGA,MAGDALENA,77.68,15189,CIÉNEGA,BOYACÁ,63.16,44098,DISTRACCIÓN,LA GUAJIRA,60.87
j02cmpalpam@cendoj.ramajudicial.gov.co,J02CMPALPAM CENDOJ RAMAJUDICIAL GOV CO,J02CMPALPAM CENDOJ RAMAJUDICIAL GOV CO,J02CMPALPAM CENDOJ RAMAJUDICIAL GOV CO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68524,PALMAS DEL SOCORRO,SANTANDER,39.29,13001,CARTAGENA DE INDIAS,BOLÍVAR,35.09,27245,EL CARMEN DE ATRATO,CHOCÓ,35.09
lunes,LUNES,LUNES,LUNES,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,52287,FUNES,NARIÑO,80.00,25845,UNE,CUNDINAMARCA,75.00,73275,FLANDES,TOLIMA,66.67
medcautelatesadmon@supersociedades.gov.co,MEDCAUTELATESADMON SUPERSOCIEDADES GOV CO,MEDCAUTELATESADMON SUPERSOCIEDADES GOV CO,MEDCAUTELATESADMON SUPERSOCIEDADES GOV CO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,37.50,52258,EL TABLÓN DE GÓMEZ,NARIÑO,37.29,5652,SAN FRANCISCO,ANTIOQUIA,37.04
turb,TURB,TURB,TURB,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,5837,TURBO,ANTIOQUIA,88.89,13836,TURBACO,BOLÍVAR,72.73,13838,TURBANA,BOLÍVAR,72.73
una,UNA,UNA,UNA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25286,FUNZA,CUNDINAMARCA,75.00,15531,PAUNA,BOYACÁ,75.00,15001,TUNJA,BOYACÁ,75.00
yumubo,YUMUBO,YUMUBO,YUMUBO,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,76892,YUMBO,VALLE DEL CAUCA,90.91,5890,YOLOMBÓ,ANTIOQUIA,61.54,15480,MUZO,BOYACÁ,60.00
BERRNCABERMEJA,BERRNCABERMEJA,BERRNCABERMEJA,BERRNCABERMEJA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,68081,BARRANCABERMEJA,SANTANDER,89.66,19450,MERCADERES,CAUCA,58.33,25120,CABRERA,CUNDINAMARCA,57.14
BARABCOAS,BARABCOAS,BARABCOAS,BARABCOAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,52079,BARBACOAS,NARIÑO,88.89,44078,BARRANCAS,LA GUAJIRA,77.78,8078,BARANOA,ATLÁNTICO,75.00
BARRACOAS,BARRACOAS,BARRACOAS,BARRACOAS,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,52079,BARBACOAS,NARIÑO,88.89,44078,BARRANCAS,LA GUAJIRA,88.89,94343,BARRANCOMINAS,GUAINÍA,81.82
FACATIVA,FACATIVA,FACATIVA,FACATIVA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25269,FACATATIVÁ,CUNDINAMARCA,88.89,15293,GACHANTIVÁ,BOYACÁ,77.78,50006,ACACÍAS,META,66.67
FACATIVA CUNDINAMARCA,FACATIVA CUNDINAMARCA,FACATIVA CUNDINAMARCA,FACATIVA,,,,,,PENDIENTE,requiere sugerencias por similitud/alias,25269,FACATATIVÁ,CUNDINAMARCA,92.89,15293,GACHANTIVÁ,BOYACÁ,77.78,50006,ACACÍAS,META,66.67
