"DM_INSTITUCION_COD_INSTITUCION","NOMBRE","CCB_NIT_INST","ORDEN","SUBORDEN","NIVEL_INSTITUCION","CLASIFICACION_ORGANICA","SECTOR","NATURALEZA_JURIDICA","TIPO_INSTITUCION","IDMUNICIPIO","MUNICIPIO","IDDEPARTAMENTO","DEPARTAMENTO","DIRECCION","FAX","EMAIL","CCB_TELEFONO","CCB_PAGINA_WEB","LONGITUD","LATITUD","ESTADO_INS","NOMBRE_REPRESENTANTE","CARGO_REPRESENTANTE"
"545","ALCALDIA DE EL GUAMO - BOLIVAR","890481295","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","248","EL GUAMO","13","BOLÍVAR","{""bis"":false,""complemento"":""Calle Santander  No. 20A - PLAZA PRINCIPAL EL GUAMO  "",""direccionGenerada"":""Calle Santander  No. 20A - PLAZA PRINCIPAL EL GUAMO""}","6395111",,"3145521385","http://www.elguamo-bolivar.gov.co","-74,97611","10,031243","ACTIVA","Javier Eduardo Angulo Romero",
"320","ALCALDIA DE AGUAZUL","891855200","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","10","AGUAZUL","85","CASANARE","{""bis"":false,""complemento"":""CARRERA 12 N° 10 - 36   "",""direccionGenerada"":""CARRERA 12 N° 10 - 36""}","6384303",,"6345995","http://www.aguazul-casanare.gov.co","-72,550819","5,170847","ACTIVA","NELSON ENRIQUE CAMACHO CAICEDO",
"1073","ALCALDIA DE SAN SEBASTIAN","891502482","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","693","SAN SEBASTIÁN","19","CAUCA","{""bis"":false,""complemento"":""Carrera 6ª entre Calles 2ª y 3ª Barrio Centro  "",""direccionGenerada"":""Carrera 6ª entre Calles 2ª y 3ª Barrio Centro""}","8272594",,"3215278986","http://www.sansebastian-cauca.gov.co","-76,770954","1,838574","ACTIVA","Pahola Elena Ordoñez Ceron",
"201","ALCALDIA DE CARMEN DEL DARIEN","818001341","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","150","CARMEN DEL DARIÉN","27","CHOCÓ","{""bis"":false,""complemento"":""ALCALDIA MUNICIPAL CARMEN DEL DARIEN   "",""direccionGenerada"":""ALCALDIA MUNICIPAL CARMEN DEL DARIEN""}","6711520",,"3214992111","http://www.elcarmendeldarien-choco.gov.co","-76,651337","5,688199","ACTIVA","Dawinson  Valoyes Moreno",
"4878","ALCALDIA DE NOROSI","900192833","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","490","NOROSÍ","13","BOLÍVAR","{""bis"":false,""complemento"":""PALACIO MUNICIPAL "",""direccionGenerada"":""PALACIO MUNICIPAL""}","5651000",,"5650692","NO DISPONIBLE","-74,037018","8,528027","ACTIVA","JAILTON  ARIZA CAMACHO",
"496","ALCALDIA DE TAMINANGO","800024977","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","786","TAMINANGO","52","NARIÑO","{""bis"":false,""complemento"":""Calle 5 No 4-16 Barrio El Poder    "",""direccionGenerada"":""Calle 5 No 4-16 Barrio El Poder""}","7265763",,"7265763","http://www.taminango-narino.gov.co","-77,280727","1,57049","ACTIVA","FERNANDO LATORRE CALVACHE",
"8068","ALCALDIA DE MOCOA","800102891","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","1","MOCOA","86","PUTUMAYO","{""bis"":false,""complemento"":""Carrrera 7 No. 6 - 42     "",""direccionGenerada"":""Carrrera 7 No. 6 - 42  \r\n""}","4295967",,"4204676","http://www.mocoa-putumayo.gov.co","-76,647655","1,145859","ACTIVA","Carlos Hugo Piedrahita Perez",
"962","ALCALDIA DE RICAURTE - NARIÑO","800099127","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","612","RICAURTE","52","NARIÑO","{""bis"":false,""complemento"":""Calle 3ª No. 2 - 11 Parque Centenario  "",""direccionGenerada"":""Calle 3ª No. 2 - 11 Parque Centenario""}","7753417",,"7753421","http://www.ricaurte-narino.gov.co","-77,996673","1,213605","ACTIVA","Jose Ricardo Benavides Moran",
"1230","ALCALDIA DE URUMITA","800059405","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","855","URUMITA","44","LA GUAJIRA","{""bis"":false,""complemento"":""Calle 14A No 9A-53  "",""direccionGenerada"":""Calle 14A No 9A-53""}","7778040",,"7778040","http://www.urumita-guajira.gov.co","-73,013282","10,559313","ACTIVA","Mary Luz Corrales Malagon",
"481","ALCALDIA DE SANDONA","800099138","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","683","SANDONÁ","52","NARIÑO","{""bis"":false,""complemento"":""Carrera 5 No 05 40 Barrio Cafetero Sandoná  "",""direccionGenerada"":""Carrera 5 No 05 40 Barrio Cafetero Sandoná""}","7287104",,"7288086","http://www.sandona-narino.gov.co","-77,472045","1,28326","ACTIVA","BYRON ANDRES ZAMBRANO ROSAS",
"529","ALCALDIA DE EL CARMEN","800099238","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","245","EL CARMEN","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""Carrera 3 # 6-33 - Parque Principal Rafael Uribe Uribe  "",""direccionGenerada"":""Carrera 3 # 6-33 - Parque Principal Rafael Uribe Uribe""}","5633329",,"5633329","http://elcarmen-nortedesantander.gov.co","-73,4488","8,50874","ACTIVA","JOSE REINEL CONTRERAS YARURO",
"68","ALCALDIA DE ALGARROBO","819003219","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","30","ALGARROBO","47","MAGDALENA","{""bis"":false,""complemento"":""Carrera 14 # 8 - 44  "",""direccionGenerada"":""Carrera 14 # 8 - 44""}","4142109",,"3012814179","NO DISPONIBLE","-74,06244","10,18538","ACTIVA","Juan Pablo Vargas Arias",
"922","ALCALDIA DE PUERTO COLOMBIA","800094386","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","573","PUERTO COLOMBIA","8","ATLÁNTICO","{""bis"":false,""complemento"":""Carrera 4  2-18 Sede Principal  "",""direccionGenerada"":""Carrera 4  2-18 Sede Principal""}","3096021",,"3226722","http://www.puertocolombia-atlantico.gov.co","-74,950761","11,001004","ACTIVA","WILMAN VARGAS ALTAHONA",
"1128","ALCALDIA DE SITIONUEVO","891780103","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","745","SITIONUEVO","47","MAGDALENA","{""bis"":false,""complemento"":""SITIONUEVO MAGDALENA  "",""direccionGenerada"":""SITIONUEVO MAGDALENA""}","4146071",,"3106764263","http://www.sitionuevo-magdalena.gov.co","-74,71955","10,77525","ACTIVA","JOSE ALCIDES MANGA MANGA",
"1124","ALCALDIA DE SIMITI","890480006","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","744","SIMITÍ","13","BOLÍVAR","{""bis"":false,""complemento"":""CALLE 12 # 5  31, PALACIO MUNICIPAL SIMITI BOLIVAR  "",""direccionGenerada"":""CALLE 12 # 5  31, PALACIO MUNICIPAL SIMITI BOLIVAR""}","5699001",,"5699076","http://www.simiti-bolivar.gov.co","-73,946404","7,957151","ACTIVA","WILMAN ELI QUINTANA GONZALEZ",
"1080","ALCALDIA DE SANTA ANA","891780056","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","707","SANTA ANA","47","MAGDALENA","{""bis"":false,""complemento"":""Calle 2 No. 5 - 56   "",""direccionGenerada"":""Calle 2 No. 5 - 56""}","6837474",,"3116567627","http://santaana-magdalena.gov.co","-74,570544","9,322961","ACTIVA","Anibal Jose Lopez Lopez",
"1103","ALCALDIA DE SANTANDER DE QUILICHAO","891500269","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","698","SANTANDER DE QUILICHAO","19","CAUCA","{""bis"":false,""complemento"":""Calle 4 No 9 34  "",""direccionGenerada"":""Calle 4 No 9 34""}","8293971",,"8293932","http://www.santanderdequilichao-cauca.gov.co","-76,484533","3,01228","ACTIVA","Luis Eduardo Grijalba Muñoz",
"52","ALCALDIA DE ACANDI","891680050","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","6","ACANDÍ","27","CHOCÓ","{""bis"":false,""complemento"":""Calle Consistorial - Acandi - Choco   "",""direccionGenerada"":""Calle Consistorial - Acandi - Choco""}","5628173",,"6828707","NO DISPONIBLE","-77,27898","8,510109","ACTIVA","LUIS FERNANDO MARTINEZ PEREZ",
"948","ALCALDIA DE QUIBDO","891680011","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","1","QUIBDÓ","27","CHOCÓ","{""bis"":false,""complemento"":""Carrera  2 No  24a-32  "",""direccionGenerada"":""Carrera  2 No  24a-32""}","6712175",,"6712175","http://www.quibdo-choco.gov.co","-76,649812","5,695633","ACTIVA","Rafael Andres Bolaños Pino",
"343","ALCALDIA DE CHAMEZA","800086017","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","15","CHÁMEZA","85","CASANARE","{""bis"":false,""complemento"":""Palacio Municipal Calle 6 No 4-27  "",""direccionGenerada"":""Palacio Municipal Calle 6 No 4-27""}","6350019",,"3144208153","http://www.chameza-casanare.gov.co","-72,869955","5,213461","ACTIVA","BERNARDO PEREZ FONSECA",
"1247","ALCALDIA DE VERGARA","899999448","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","862","VERGARA","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Calle 5 No. 2 -18 Palacio Municipal  "",""direccionGenerada"":""Calle 5 No. 2 -18 Palacio Municipal""}","8459050",,"8459109","http://www.vergara-cundinamarca.gov.co","-74,344953","5,118232","ACTIVA","Ana Maria Mahecha Olarte",
"480","ALCALDIA DE SAN VICENTE DEL CAGUAN","800095785","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","753","SAN VICENTE DEL CAGUÁN","18","CAQUETÁ","{""bis"":false,""complemento"":""Calle 4 Nº. 4-65 Esquina - Palacio   "",""direccionGenerada"":""Calle 4 Nº. 4-65 Esquina - Palacio""}","4355514",,"4644757","http://sanvicentedelcaguan-caqueta.gov.co","-74,773206","2,113645","ACTIVA","Luis Trujillo Osorio",
"1018","ALCALDIA DE SAN CAYETANO - NORTE DE SANTANDER","890501876","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","673","SAN CAYETANO","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""Carrera 3 No 4-39 Barrio la Playa   "",""direccionGenerada"":""Carrera 3 No 4-39 Barrio la Playa""}","5868070",,"5868010","http://www.sancayetano-nortedesantander.gov.co","-72,62436","7,878751","ACTIVA","WILSON DE JESUS PEREZ GUTIERREZ",
"158","ALCALDIA DE BUENAVISTA - QUINDIO","890001879","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","111","BUENAVISTA","63","QUINDÍO","{""bis"":false,""complemento"":""Kra 3a No 2-29  "",""direccionGenerada"":""Kra 3a No 2-29""}","7547005",,"7547005","http://buenavista-quindio.gov.co","-75,73835","4,35951","ACTIVA","Jhon Steban Aristizabal Rendon",
"1079","ALCALDIA DE SAN ZENON","891780055","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","703","SAN ZENÓN","47","MAGDALENA","{""bis"":false,""complemento"":""Cl  10  # 1 - 28 PALACIO MUNICIPAL  "",""direccionGenerada"":""Cl  10  # 1 - 28 PALACIO MUNICIPAL""}","6855190",,"6855190","http://www.sanzenon-magdalena.gov.co","-74,499119","9,245741","ACTIVA","GENOR  BOLAÑO PADILLA",
"397","ALCALDIA DE FUNES","800099089","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","287","FUNES","52","NARIÑO","{""bis"":false,""complemento"":""BARRIO RESIDENCIAL PLAZA CENTRAL DE FUNES NARIÑO  "",""direccionGenerada"":""BARRIO RESIDENCIAL PLAZA CENTRAL DE FUNES NARIÑO""}","7789064",,"7789064","http://www.funes-narino.gov.co","-77,448926","1,001167","ACTIVA","Jamez Enrique Cundar Zambrano",
"1163","ALCALDIA DE TADO","891680081","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","787","TADÓ","27","CHOCÓ","{""bis"":false,""complemento"":""Calle 5° N° 16-21 Barrio Reyes  "",""direccionGenerada"":""Calle 5° N° 16-21 Barrio Reyes""}","6795045",,"6795045","http://www.tado-choco.gov.co","-76,559433","5,264942","ACTIVA","JUAN CARLOS PALACIOS AGUALIMPIA",
"569","ALCALDIA DE ELIAS","891180132","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","244","ELÍAS","41","HUILA","{""numero"":""4"",""bis"":false,""segundoNumero"":""2"",""tercerNumero"":""48"",""complemento"":""4  # 2 48 4  # 2 48 CARRERA 4 N  # 2 48   "",""direccionGenerada"":""CARRERA 4 N 2  48  ""}","8374272",,"8305664","http://www.elias-huila.gov.co","-75,937345","2,013818","ACTIVA","Helman Ricaute Vargas Salas",
"983","ALCALDIA DE SABANAS DE SAN ANGEL","819003224","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","660","SABANAS DE SAN ÁNGEL","47","MAGDALENA","{""bis"":false,""complemento"":""CARRERA 3 # 3 - 10 "",""direccionGenerada"":""Calle 4 # 6-18 CAM Barrio 7 de Agosto\r\n""}","3107170696",,"3107170696","http://sabanasdesanangel-magdalena.gov.co","-74,17097","10,095378","ACTIVA","Shirley Patricia Pimienta Martinez",
"233","ALCALDIA DE CHIVOLO","800071934","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","170","CHIVOLO","47","MAGDALENA","{""bis"":false,""complemento"":""TRANSVERSAL 5 No. 1A-80    "",""direccionGenerada"":""TRANSVERSAL 5 No. 1A-80""}","4854213",,"4854213","http://www.chibolo-magdalena.gov.co","-74,621575","10,02812","ACTIVA","Alberto Andres Escobar Mora",
"939","ALCALDIA DE PUERTO TEJADA","891500580","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","573","PUERTO TEJADA","19","CAUCA","{""bis"":false,""complemento"":""Carrera 19 calle 17 esquina  "",""direccionGenerada"":""Carrera 19 calle 17 esquina""}","8281806",,"8280151","http://www.puertotejada-cauca.gov.co","-76,415465","3,22059","ACTIVA","Dagoberto  Dominguez Caicedo",
"958","ALCALDIA DE REPELON","890103962","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","606","REPELÓN","8","ATLÁNTICO","{""bis"":false,""complemento"":""calle 8 no 7.09  "",""direccionGenerada"":""calle 8 no 7.09""}","8709641",,,"http://www.repelon-atlantico.gov.co","-75,123706","10,494762","ACTIVA","Jorge Eliecer Reales Martinez",
"1178","ALCALDIA DE TENJO","800095174","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","799","TENJO","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Calle 3 No. 3-86    "",""direccionGenerada"":""Calle 3 No. 3-86""}","8646471",,"8646471","NO DISPONIBLE","-74,145663","4,871884","ACTIVA","IVAN DAVID NEMOCON ESPINOSA",
"1123","ALCALDIA DE SIMIJACA","899999384","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","745","SIMIJACA","25","CUNDINAMARCA","{""tipoVia"":{""id"":337,""sigla"":""CALLE"",""descripcion"":""CALLE""},""numero"":""8"",""bis"":false,""segundoNumero"":""7"",""tercerNumero"":""39"",""complemento"":"""",""direccionGenerada"":""Calle 7 No. 7-42 P-2""}","8555117",,"8555117","http://www.simijaca-cundinamarca.gov.co","-73,851971","5,503838","ACTIVA","Johana Paola Monzón Murcia",
"1170","ALCALDIA DE TARQUI","891180211","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","791","TARQUI","41","HUILA","{""bis"":false,""complemento"":""Carrera 9 No. 4 -38  "",""direccionGenerada"":""Carrera 9 No. 4 -38""}","8329006",,"8329178","http://www.tarqui-huila.gov.co","-75,823483","2,112437","ACTIVA","Carlos Antonio Tole Calderon",
"742","ALCALDIA DE MAHATES","800095514","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","433","MAHATES","13","BOLÍVAR","{""bis"":false,""complemento"":""Edificio Palacio Municipal, K 37 Nº. 18-05  "",""direccionGenerada"":""Edificio Palacio Municipal, K 37 Nº. 18-05""}","6396515",,"6396515","http://mahates-bolivar.gov.co","-75,191297","10,235048","ACTIVA","Agustin Tercero Palomino Agamez",
"53","ALCALDIA DE ACEVEDO","8911800691","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","6","ACEVEDO","41","HUILA","{""bis"":false,""complemento"":""carrera 4 No. 2-09   "",""direccionGenerada"":""carrera 4 No. 2-09\r\n\r\n""}","3214162009",,"3209137180","http://www.acevedo-huila.gov.co","-75,88834","1,805165","ACTIVA","EDGAR  PRADA STERLING",
"825","ALCALDIA DE OROCUE","892099392","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","230","OROCUÉ","85","CASANARE","{""bis"":false,""complemento"":""Palacio Municipal  "",""direccionGenerada"":""Palacio Municipal""}","6365088",,"3204968557","http://www.orocue-casanare.gov.co","-71,339363","4,789388","ACTIVA","MONCHY YOBANY MORENO GUALDRON",
"836","ALCALDIA DE PAEZ (BELALCAZAR)","800095980","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","517","PÁEZ","19","CAUCA","{""bis"":false,""complemento"":""CAM CENTRO  "",""direccionGenerada"":""CAM CENTRO""}","8252407",,"8252406","http://www.paez-cauca.gov.co","-76,039191","2,734722","ACTIVA","HUGO JAVIER MUÑOZ ACHIPIZ",
"838","ALCALDIA DE PAIME","899999704","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","518","PAIME","25","CUNDINAMARCA","{""bis"":false,""complemento"":""Calle 3 No. 2- 30  "",""direccionGenerada"":""Calle 3 No. 2- 30""}","8549494",,"8086607","http://www.paime-cundinamarca.gov.co","-74,152796","5,370625","ACTIVA","Jhon Javier Lillo Jiménez",
"90","ALCALDIA DE ANSERMANUEVO  VALLE DEL CAUCA","800100532","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","41","ANSERMANUEVO","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""Cra. 4 No. 7-09 Esquina  "",""direccionGenerada"":""Cra. 4 No. 7-09 Esquina""}","2052418",,"2052183","http://www.ansermanuevo-valle.gov.co","-76,12129035","4,727096136","ACTIVA","Lubin  Ramirez Peña",
"660","ALCALDIA DE IQUIRA","800103180","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","357","ÍQUIRA","41","HUILA","{""bis"":false,""complemento"":""Calle 4 No.6-29   "",""direccionGenerada"":""Calle 4 No.6-29""}","8394552",,"3102400280","http://www.iquira-huila.gov.co","-75,635076","2,649516","ACTIVA","RUBEN DARIO CASTRO ANDRADE",
"340","ALCALDIA DE CASABIANCA","890702021","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","152","CASABIANCA","73","TOLIMA","{""bis"":false,""complemento"":""Calle 3 carrera tercera oficina de Alcaldía  "",""direccionGenerada"":""Calle 3 carrera tercera oficina de Alcaldía""}","2548582",,"3102037291","http://casabianca.gov.co","-75,119717","5,078568","ACTIVA","Willian Cardona Orozco",
"566","ALCALDIA DE EL TARRA","800138959","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","250","EL TARRA","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""Calle 14 # 6 - 45 Barrio Pueblo Nuevo     "",""direccionGenerada"":""Calle 14 # 6 - 45 Barrio Pueblo Nuevo""}","5113100",,"5113077","http://www.eltarra-nortedesantander.gov.co","-73,09339","8,57451","ACTIVA","Eyder  Robles Ortiz",
"1070","ALCALDIA DE SAN PELAYO","800096805","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","686","SAN PELAYO","23","CÓRDOBA","{""bis"":false,""complemento"":""calle 6 carrera 6 esquina, palacio municipal   "",""direccionGenerada"":""calle 6 carrera 6 esquina, palacio municipal""}","7633219",,"3103687848","http://www.sanpelayo-cordoba.gov.co","-75,836914","8,959442","ACTIVA","HARVING VLADIMIR ESPITIA ARTEAGA",
"973","ALCALDIA DE ROLDANILLO","891900289","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","622","ROLDANILLO","76","VALLE DEL CAUCA","{""numero"":""7"",""bis"":false,""segundoNumero"":""7"",""tercerNumero"":""17"",""complemento"":""7  # 7 17 CARRERA 7 N  # 7 17  "",""direccionGenerada"":""CARRERA 7 N 7  17  ""}","2298200",,"2490000","www.roldanillovalle.gov.co","-76,152173","4,414138","ACTIVA","JORGE MARIO ESCARRIA",
"1272","ALCALDIA DE VITERBO","800090833","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","877","VITERBO","17","CALDAS","{""bis"":false,""complemento"":""Carrera 8 N.7-63  "",""direccionGenerada"":""Carrera 8 N.7-63""}","8690090",,"8690279","http://www.viterbo-caldas.gov.co","-75,872356","5,060578","ACTIVA","JHON MARIO GIRALDO ARRUBLA",
"637","ALCALDIA DE GUATICA","891480025","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","318","GUÁTICA","66","RISARALDA","{""bis"":false,""complemento"":""Plaza principal   "",""direccionGenerada"":""Plaza principal""}","3539676",,"3539010","NO DISPONIBLE","-75,799407","5,316428","ACTIVA","Ferney  Castro Colorado",
"650","ALCALDIA DE HERRAN","800005292","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","347","HERRÁN","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""Carrera 3 6 - 22 "",""direccionGenerada"":""Carrera 3 6 - 22""}","5860032",,"5860005","www.herran-nortedesantander.gov.co","-72,483087","7,505511","ACTIVA","Salvador Avellaneda Escobar",
"505","ALCALDIA DE VIJES","800243022","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","869","VIJES","76","VALLE DEL CAUCA","{""bis"":false,""complemento"":""Carrera  5  Calle 6 Esquina   "",""direccionGenerada"":""Carrera  5  Calle 6 Esquina""}","2520075",,"2520280","http://vijes-valle.gov.co","-76,443177","3,698185","ACTIVA","OSCAR FERNANDO MUÑOZ PERLAZA",
"1083","ALCALDIA DE SANTA BARBARA  (ISCUANDE) - NARIÑO","800099147","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","696","SANTA BÁRBARA","52","NARIÑO","{""bis"":false,""complemento"":""cam frente parque central  "",""direccionGenerada"":""cam frente parque central""}","7466059",,"7466071","http://www.santabarbara-narino.gov.co","-77,979756","2,451275","ACTIVA","CONSUELO  ARDILA CAICEDO",
"856","ALCALDIA DE PATIA (EL BORDO)","891502194","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","532","PATÍA","19","CAUCA","{""bis"":false,""complemento"":""Carrera  3 No. 4-65   "",""direccionGenerada"":""Carrera  3 No. 4-65""}","8262090",,"8261024","NO DISPONIBLE","-77,053095","2,069301","ACTIVA","Jhon Jairo Fuentes Quinayas",
"366","ALCALDIA DE COLOSO","892280053","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","204","COLOSÓ","70","SUCRE","{""bis"":false,""complemento"":""PLAZA PRINCIPAL-COLOSO SUCRE      "",""direccionGenerada"":""PLAZA PRINCIPAL-COLOSO SUCRE""}","952824550",,"3145064821","http://www.coloso-sucre.gov.co","-75,355767","9,490946","ACTIVA","DAGER MANRIQUE PATERNINA ALQUERQUE",
"153","ALCALDIA DE BUCARASICA","890503483","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","109","BUCARASICA","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""CLL 2 3 35 Palacio municipal   "",""direccionGenerada"":""CLL 2 3 35 Palacio municipal""}","8861014",,"75861014","NO DISPONIBLE","-72,86804","8,04081","ACTIVA","Oscar Andres Perez Gonzales",
"1187","ALCALDIA DE TIBU","800070682","TERRITORIAL","MUNICIPAL","CENTRAL","RAMA EJECUTIVA","NO APLICA","ALCALDÍA","ADSCRITAS","810","TIBÚ","54","NORTE DE SANTANDER","{""bis"":false,""complemento"":""Carrera  5ª No. 5-06  "",""direccionGenerada"":""Carrera  5ª No. 5-06""}","5663805",,"3115090531","http://www.tibu-nortedesantander.gov.co","-72,737733","8,642356","ACTIVA","NELSON  LEAL LOPEZ",
